downloading_missing_output_files,Downloading missing files,নোহোৱা ফাইলসমূহ ডাউনলোড কৰি আছে,হারিয়ে যাওয়া ফাইলগুলি ডাউনলোড করা হচ্ছে,,ખૂટતી ફાઇલો ડાઉનલોડ કરી રહ્યાં છીએ,गुम फ़ाइलों को डाउनलोड किया जा रहा है,ಕಾಣೆಯಾದ ಫೈಲ್‌ಗಳನ್ನು ಡೌನ್‌ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,വിട്ടുപോയ ഫയലുകൾ ഡൗൺലോഡ് ചെയ്യുന്നു,गहाळ फाइल डाउनलोड करत आहे,ଅନୁପସ୍ଥିତ ଫାଇଲଗୁଡ଼ିକ ଡାଉନଲୋଡ୍ ହେଉଛି,ਗੁੰਮ ਹੋਇਆ ਫਾਇਲਾਂ ਡਾਊਨਲੋਡ ਕੀਤੀਆਂ ਜਾ ਰਹੀਆਂ ਹਨ,விடுபட்ட கோப்புகளை பதிவிறக்கம் செய்கிறது,కనిపించకుండా పోయిన ఫైల్‌లను డౌన్‌లోడ్ చేస్తోంది,डाउनलोडिंग मिसिंग फाइल।,Gimatenggipa file-rangko download ka·enga
next,Next,পৰৱৰ্তী,পরবর্তী,,આગળ,अगला,ಮುಂದೆ,അടുത്തത്,पुढे,ଆଗକୁ,ਅਗਲਾ,அடுத்து,తరువాత,अगला,Uni ja·mano
see_more,…See More,… অধিক চাওক,… আরও দেখুন,,…વધારે જુઓ,… और देखें,…ಇನ್ನೂ ಹೆಚ್ಚು ನೋಡು,…കൂടുതൽ കാണുക,…अजून पहा,…ଅଧିକ ଜାଣିବା ପାଇଁ,ਹੋਰ ਵੇਖੋ,…மேலும் பார்க்க,…మరిన్ని చూడండి,...आउर देखल जाव,…aro niangkubo
task_language_prompt,What is the language that you will be doing tasks in?,আপুনি কি ভাষাত কাম কৰিব?,আপনি কোন ভাষায় কাজ করবেন?,,તે કઈ ભાષા છે કે જેમાં તમે કાર્યો કરશો?,आप किस भाषा में कार्य करेंगे ?,ನೀವು ಯಾವ ಭಾಷೆಯಲ್ಲಿ ಕಾರ್ಯಗಳನ್ನು ಮಾಡಲಿದ್ದೀರಿ?,ഏത് ഭാഷയിലാണ് നിങ്ങൾ ടാസ്കുകൾ ചെയ്യാൻ പോകുന്നത്?,तुम्ही कोणत्या भाषेत कामे करणार आहात?,ଆପଣ କେଉଁ ଭାଷାରେ କାର୍ଯ୍ୟ କରିବେ?,ਤੁਸੀਂ ਕਿਸ ਭਾਸ਼ਾ ਵਿੱਚ ਕੰਮ ਕਰੋਗੇ?,எந்த மொழியில் நீங்கள் பணிகளைச் செய்யப் போகிறீர்கள்?,మీరు ఏ భాషలో టాస్క్ చేస్తారు?,कवना भाषा में रउरा काम करब?,Mai kusikchi kamko dakgen?
retry,Retry,পুনৰ চেষ্টা কৰক,পুনরায় চেষ্টা করুন,,પુન:પ્રયત્ન કરો,पुन: प्रयास करें,ಮರುಪ್ರಯತ್ನಿಸಿ,വീണ്ടും ശ്രമിക്കുക,पुन्हा प्रयत्न करा.,ଆଉ ଥରେ ପ୍ରୟାସ କରନ୍ତୁ,ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ।,மீண்டும் முயற்சிக்கவும்,మళ్ళీ ప్రయత్నించండి,दोबारा कोशिश करीं,Daktaibo
coordinator_dashboard,Co-ordinator Dashboard,কো-অৰ্ডিনেটৰ ডেশ্বব'ৰ্ড,কো-অর্ডিনেটর ড্যাশবোর্ড,,કો-ઓર્ડિનેટર ડેશબોર્ડ,कोऑर्डिनेटर डैशबोर्ड,ಕೋ-ಆರ್ಡಿನೇಟರ್ ಡ್ಯಾಶ್‌ಬೋರ್ಡ್,കോ-ഓർഡിനേറ്റർ ഡാഷ്ബോർഡ്,समन्वयक डॅशबोर्ड,ସଂଯୋଜକ ଡ୍ୟାସବୋର୍ଡ,ਕੋਆਰਡੀਨੇਟਰ ਡੈਸ਼ਬੋਰਡ,ஒருங்கிணைப்பாளர் டேஷ்போர்டு,కో ఆర్డినేటర్ డాష్,समन्वयक डैशबोर्ड के बा,Co-ordinator Dashboard
download,Download,ডাউনলোড কৰক,ডাউনলোড,,ડાઉનલોડ,डाउनलोड करें,ಡೌನ್‌ಲೋಡ್ ಮಾಡಿ,ഡൗൺലോഡ് ചെയ്യുക,डाउनलोड करा,ଡାଉନଲୋଡ୍,ਡਾਊਨਲੋਡ ਕਰੋ।,டவுன்லோட்,డౌన్‌లోడ్,डाउनलोड,Download
delete_old_files,Delete old files,পুৰণি ফাইলসমূহ মচি পেলাওক,পুরোনো ফাইল মুছে ফেলুন,,જૂની ફાઈલો કાઢી નાખો,पुरानी फ़ाइलें हटाएँ,ಹಳೆಯ ಫೈಲ್‌ಗಳನ್ನು ಅಳಿಸಿ,പഴയ ഫയലുകൾ നീക്കം ചെയ്യുക,जुन्या फाइल्स हटवा,ପୁରୁଣା ଫାଇଲ୍ ଗୁଡିକ ଡିଲିଟ୍ କରନ୍ତୁ,ਪੁਰਾਣੀਆਂ ਫਾਈਲਾਂ ਨੂੰ ਮਿਟਾਓ।,பழைய கோப்புகளை நீக்கவும்,పాత ఫైల్స్ తొలగించండి,पुरान फाइल के हटा दिहल जाव,Gitcham filerangko galbo
deleting_old_files,Deleting old files,পুৰণি ফাইলসমূহ বিলোপ কৰা হৈছে,পুরোনো ফাইলগুলি মোছা হচ্ছে,,જૂની ફાઈલો કાઢી રહ્યા છીએ,पुरानी फ़ाइलें हट रही है,ಹಳೆಯ ಫೈಲ್‌ಗಳನ್ನು ಅಳಿಸಲಾಗುತ್ತಿದೆ,പഴയ ഫയലുകൾ നീക്കം ചെയ്യുന്നു,जुन्या फाइल्स हटवत आहे,ପୁରୁଣା ଫାଇଲ୍ ଗୁଡିକ ଡିଲିଟ୍ କରା ଯାଉଛି,ਪੁਰਾਣੀਆਂ ਫਾਈਲਾਂ ਮਿਟ ਰਹੀਆਂ ਹਨ।,பழைய கோப்புகளை அழித்தல்,పాత ఫైల్స్ తొలగిస్తున్నాము,पुरान फाइल के हटावल जा रहल बा,Gitcham filerangko galenga
downloading_verified_assignments,Downloading verified assignments,প্ৰমাণীত এছাইনমেণ্ট সমূহ ডাউনলোড কৰা হৈছে,যাচাইকৃত অ্যাসাইনমেন্টগুলি ডাউনলোড করা হচ্ছে,,ચકાસાયેલ સોંપણીઓ ડાઉનલોડ કરી રહ્યા છીએ,जाँचे गए असाइनमेंट डाउनलोड हो रहें हैं, ಪರಿಶೀಲಿಸಿದ ಕಾರ್ಯಯೋಜನೆಗಳನ್ನು ಡೌನ್‌ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,വെരിഫൈ ചെയ്ത അസൈൻമെൻ്റുകൾ ഡൗൺലോഡ് ചെയ്യുന്നു,तपासलेले असाइनमेंट डाउनलोड करत आहे,ଯାଞ୍ଚ ହୋଇ ଯାଇଥିବା କାର୍ଯ୍ୟଗୁଡିକ ଡାଉନଲୋଡ୍ କରା ଯାଉଛି,ਪ੍ਰਮਾਣਿਤ ਅਸਾਈਨਮੈਂਟਾਂ ਨੂੰ ਡਾਊਨਲੋਡ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ।,சரிபார்க்கப்பட்ட பணிகளைப் பதிவிறக்குகிறது,ధృవీకరించబడిన అసైన్‌మెంట్‌లను డౌన్‌లోడ్ చేస్తోంది,सत्यापन कइल असाइनमेंट डाउनलोड कइल जा रहल बा,Verify kagimin kamrangko download ka·enga
downloading_completed_assignments,Downloading completed assignments,সম্পূৰ্ণ হোৱা এছাইনমেণ্টসমূহ ডাউনলোড কৰা হৈছে,সম্পূর্ণ অ্যাসাইনমেন্টগুলি ডাউনলোড করা হচ্ছে,,સમાપ્ત થયેલ સોંપણીઓ ડાઉનલોડ કરી રહ્યા છીએ,पूर्ण किये गये असाइनमेंट डाउनलोड हो रहें हैं, ಪೂರ್ಣಗೊಂಡ ಕಾರ್ಯಯೋಜನೆಗಳನ್ನು ಡೌನ್‌ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,പൂർത്തിയാക്കിയ അസൈൻമെൻ്റുകൾ ഡൗൺലോഡ് ചെയ്യുന്നു,पूर्ण केलेल्या असाइनमेंट डाउनलोड होत आहे,ସମାପ୍ତ କାର୍ଯ୍ୟଗୁଡିକ ଡାଉନଲୋଡ୍ ହେଉଛି,ਮੁਕੰਮਲ ਕੀਤੀਆਂ ਅਸਾਈਨਮੈਂਟਾਂ ਨੂੰ ਡਾਊਨਲੋਡ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ।,முடிக்கப்பட்ட வேலைகளை பதிவிறக்கம் செய்கிறது,పూర్తయిన అసైన్‌మెంట్‌లను డౌన్‌లోడ్ చేస్తోంది,पूरा भइल असाइनमेंट डाउनलोड कइल जा रहल बा,Matchotgimin kamrangko download ka·enga
downloading_profile_task,Downloading profile task,প্ৰ'ফাইল কাৰ্য্য ডাউনলোড কৰা হৈছে,প্রোফাইল টাস্ক ডাউনলোড করা হচ্ছে,,પ્રોફાઈલ કાર્યને ડાઉનલોડ કરી રહ્યા છીએ,प्रोफ़ाइल कार्य डाउनलोड हो रहा है,ಪ್ರೊಫೈಲ್ ಕಾರ್ಯವನ್ನು ಡೌನ್‌ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,പ്രൊഫൈൽ ടാസ്ക് ഡൗൺലോഡ് ചെയ്യുന്നു,प्रोफाइल टास्क डाउनलोड होत आहे,ପ୍ରୋଫାଇଲ୍ କାର୍ଯ୍ୟ ଡାଉନଲୋଡ୍ ହେଉଛି,ਪ੍ਰੋਫਾਈਲ ਕਾਰਜ ਨੂੰ ਡਾਊਨਲੋਡ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ।,சுயவிவரப் பணியைப் பதிவிறக்குகிறது,ప్రొఫైల్ టాస్క్‌ని డౌన్‌లోడ్ చేస్తోంది,प्रोफाइल के काम डाउनलोड कइल जा रहल बा,Profile task-ko download ka·enga
add_image,Add image,ছবি যোগ কৰক,ছবি যোগ করুন,,ચિત્ર ઉમેરો,छवि जोड़ें,ಚಿತ್ರವನ್ನು ಸೇರಿಸಿ,ചിത്രം ചേർക്കുക,प्रतिमा जोडा,ଫଟୋ ଦିଅନ୍ତୁ,ਚਿੱਤਰ ਸ਼ਾਮਲ ਕਰੋ।,படத்தைச் சேர்க்கவும்,చిత్రాన్ని జోడించండి,छवि जोड़ल जाव,Noksako on·bo
type_issue,Type you issue here,ইয়াত আপোনাৰ সমস্যাটো টাইপ কৰক,আপনার সমস্যা এখানে লিখুন,,તમારી સમસ્યા અહીં લખો,अपनी समस्या यहाँ लिखें,ನಿಮ್ಮ ಸಮಸ್ಯೆಯನ್ನು ಇಲ್ಲಿ ಟೈಪ್ ಮಾಡಿ,നിങ്ങളുടെ പ്രശ്നം ഇവിടെ ടൈപ്പ് ചെയ്യുക,तुमची समस्या येथे टाइप करा,ଆପଣଙ୍କ ସମସ୍ୟା ଏଠାରେ ଲେଖନ୍ତୁ,ਆਪਣੀ ਸਮੱਸਿਆ ਇੱਥੇ ਲਿਖੋ।,உங்கள் பிரச்சனையை இங்கே டைப் செய்யாவும்,మీ సమస్యను ఇక్కడ టైప్ చేయండి,इहाँ रउआ आपन परेशानी टाइप करीं,Nang·ni neng·nikani a·selko iano type ka·bo
server_maintainance,Server is currently under maintenance. Please try after some time.,চাৰ্ভাৰ বৰ্তমান তত্বাৱধানৰ অধীনত আছে। অনুগ্ৰহ কৰি কিছু সময়ৰ পিছত চেষ্টা কৰক।,সার্ভার বর্তমানে রক্ষণাবেক্ষণের অধীনে আছে। অনুগ্রহ করে কিছুক্ষণ পরে চেষ্টা        করুন।,,સર્વર હાલ મેઇન્ટેનન્સ હેઠળ છે. કૃપા કરીને થોડા સમય પછી પ્રયત્ન કરો.,सर्वर अभी मेंटेनन्स में है। कृपया कुछ समय बाद प्रयास करें.,ಸರ್ವರ್ ಪ್ರಸ್ತುತ ನಿರ್ವಹಣೆಯಲ್ಲಿದೆ. ದಯವಿಟ್ಟು ಸ್ವಲ್ಪ ಸಮಯದ ನಂತರ ಪ್ರಯತ್ನಿಸಿ.,സെർവർ ഇപ്പോൾ അറ്റകുറ്റപ്പണിയിലാണ്. കുറച്ച് സമയത്തിന് ശേഷം ശ്രമിക്കുക.,सर्व्हर सध्या मेंटेनन्स मध्ये आहे. कृपया काही वेळाने प्रयत्न करा.,ସର୍ଭର ବର୍ତ୍ତମାନ ରକ୍ଷଣାବେକ୍ଷଣରେ ଅଛି | ଦୟାକରି କିଛି ସମୟ ପରେ ଚେଷ୍ଟା କରନ୍ତୁ |,ਇਸ ਵੇਲੇ ਸਰਵਰ ਦੇ ਰੱਖ-ਰਖਾਅ ਦਾ ਕੰਮ ਚੱਲ ਰਿਹਾ ਹੈ। ਕਿਰਪਾ ਕਰਕੇ ਕੁਝ ਸਮੇਂ ਬਾਅਦ ਕੋਸ਼ਿਸ਼ ਕਰੋ।,சர்வர் தற்போது பராமரிப்பில் உள்ளது. சிறிது நேரம் கழித்து முயற்சிக்கவும்.,సర్వర్ ప్రస్తుతం నిర్వహణలో ఉంది. కొంత సమయం తర్వాత ప్రయత్నించండి.,फिलहाल सर्वर के मेंटेनेंस होखता। कृपया कुछ समय बाद कोशिश करीं।,Server da·o under maintenance-o ong·a. Ka·sapae dikdiksani jamano dake nitaibo.
pin_task,Pin task,পিন কাৰ্য্য,কাজটি পিন করুন,,કાર્ય પિન કરો,कार्य पिन करें,ಕಾರ್ಯವನ್ನು ಪಿನ್ ಮಾಡಿ,ടാസ്ക് പിൻ ചെയ്യുക,कार्य पिन करा,କାର୍ଯ୍ୟକୁ ପିନ୍ କରନ୍ତୁ,ਕਾਰਜ ਨੂੰ ਪਿੰਨ ਕਰੋ,பணியை பின் செய்யவும்,పిన్ టాస్క్,पिन टास्क,Pin task
unpin_task,Unpin task,আনপিন কাৰ্য্য,কাজটি  আনপিন করুন,,કાર્યને અનપિન કરો,कार्य अनपिन करें,ಅನ್‌ಪಿನ್ ಕಾರ್ಯ,ടാസ് അൺപിൻ ചെയ്യുക,कार्य अनपिन करा,କାର୍ଯ୍ୟକୁ ଅନ୍ ପିନ କରନ୍ତୁ,ਕਾਰਜ ਨੂੰ ਅਨਪਿੰਨ ਕਰੋ,பணியை அன் பின் செய்யவும்,టాస్క్‌ని అన్‌పిన్ చేయండి,अन्पीन टास्क,Unpin task
unarchive_task,Unarchive Task,আনআৰ্কাইভ কাৰ্য্য,কাজটি  আনআর্কাইভ করুন,,અપ્રચલિત કાર્ય,संग्रहित कार्य हटाएं,ಅನಿಯಂತ್ರಿತ ಕಾರ್ಯ,ടാസ്ക് അൺആർക്കൈവ് ചെയ്യുക,संग्रहित कार्य हटवा,କାର୍ଯ୍ୟକୁ ଅନ୍ଆର୍କାଇଭ୍ କରନ୍ତୁ,ਕਾਰਜ ਨੂੰ ਅਸੰਗ੍ਰਹਿਤ ਕਰੋ।,பணியை அன் அர்ச்சீவ் செய்யவும்,అన్ ఆర్కైవ్ టాస్క్,अनर्चीव टास्क,Unarchive Task
archive_task,Archive task,আৰ্কাইভ কাৰ্য্য,কাজটি আর্কাইভ করুন,,પ્રચલિત કાર્ય,कार्य संग्रहित करें,ಆರ್ಕೈವ್ ಕಾರ್ಯ,ടാസ്ക് ആർക്കൈവ് ചെയ്യുക,कार्य संग्रहित करा,କାର୍ଯ୍ୟକୁ ଆର୍କାଇଭ୍ କରନ୍ତୁ,ਕਾਰਜ ਨੂੰ ਸੰਗ੍ਰਹਿਤ ਕਰੋ।,பணியை அர்ச்சீவ் செய்யவும்,ఆర్కైవ్ టాస్క్,अर्चिव टास्क,Archive task
refresh_to_load_existing_tasks,Click refresh to load existing tasks,বৰ্তমানৰ কামসমূহ লোড কৰিবলৈ ৰিফ্ৰেছত ক্লিক কৰক,বিদ্যমান কাজগুলি লোড করতে রিফ্রেশ ক্লিক করুন,,હાલના કાર્યો લાવવા માટે તાજું કરો પર ક્લિક કરો,मौजूदा कार्यों को लोड करने के लिए रिफ्रेश पर क्लिक करें,ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ಕಾರ್ಯಗಳನ್ನು ಲೋಡ್ ಮಾಡಲು ರಿಫ್ರೆಶ್ ಕ್ಲಿಕ್ ಮಾಡಿ,നിലവിലുള്ള ടാസ്‌ക്കുകൾ ലോഡുചെയ്യാനായി റിഫ്രഷ് ചെയ്യുക.,उपलब्ध कार्ये लोड करण्यासाठी रिफ्रेशला क्लिक करा,ଆଗରୁ ଥିବା କାର୍ଯ୍ୟଗୁଡିକ ଲୋଡ୍ କରିବା ପାଇଁ ରିଫ୍ରେସ୍ କ୍ଲିକ୍ କରନ୍ତୁ,ਮੌਜੂਦਾ ਕਾਰਜਾਂ ਨੂੰ ਲੋਡ ਕਰਨ ਲਈ ਰਿਫ੍ਰੈਸ਼ 'ਤੇ ਕਲਿੱਕ ਕਰੋ।,"ஏற்கனவே உள்ள பணிகளை ஏற்ற, ரெஃப்ரெஷ் என்பதைக் கிளிக் செய்யவும்",ఇప్పటికే ఉన్న టాస్క్‌లను లోడ్ చేయడానికి రిఫ్రెష్ క్లిక్ చేయండి,मौजूदा काम लोड करे खातिर रिफ्रेश पर क्लिक करीं,Donggimin kamrangko load ka·na gita refresh-ko sikdepbo.
rejected,Rejected,নাকচ কৰা হৈছে,প্রত্যাখ্যাত,,રદ થયેલ,अस्वीकार कर दिया,ತಿರಸ್ಕರಿಸಲಾಗಿದೆ,നിരസിച്ചത്,नाकारले,ରିଜେକେଟ କରା ଯାଇଛି,ਰੱਦ ਕਰ ਦਿੱਤਾ,நிராகரிக்கப்பட்டது,తిరస్కరించబడింది,अस्वीकार बा।,Jegalaha
feedback,Feedback,প্ৰতিক্ৰিয়া,প্রতিক্রিয়া,,પ્રતિસાદ,प्रतिक्रिया,ಪ್ರತಿಕ್ರಿಯೆ,പ്രതികരണം,फिडबॅक ,ପ୍ରତିକ୍ରିୟା,ਫੀਡਬੈਕ,ஃபீட்பேக்,అభిప్రాయం,फीडबैक,Feedback
no_worker_found,No worker found. Please contact coordinator.,শ্ৰমিকৰ সবিশেষ পোৱা নগ’ল। সমন্বয়কৰ সৈতে যোগাযোগ কৰক।,কর্মীর বিবরণ পাওয়া যায়নি। অনুগ্রহ করে সমন্বয়কারীর  সাথে যোগাযোগ করুন।,,કામદારની વિગતો મળી નથી.કૃપા કરીને કોઓર્ડિનેટરનો સંપર્ક કરો.,कर्मचारी का विवरण नहीं मिला. कृपया कोऑर्डिनेटर से संपर्क करें.,ಕಾರ್ಮಿಕರ ವಿವರಗಳು ಕಂಡುಬಂದಿಲ್ಲ. ದಯವಿಟ್ಟು ಸಂಯೋಜಕರನ್ನು ಸಂಪರ್ಕಿಸಿ.,വർക്കറുടെ വിവരങ്ങൾ കണ്ടെത്താനായില്ല . ദയവായി കോർഡിനേറ്ററുമായി ബന്ധപ്പെടുക.,कामगार तपशील सापडले नाहीत. कृपया समन्वयकाशी संपर्क साधा.,କର୍ମଚାରୀ ବିବରଣୀ ମିଳିଲା ନାହିଁ | ଦୟାକରି ସଂଯୋଜକଙ୍କୁ ଯୋଗାଯୋଗ କରନ୍ତୁ |,ਵਰਕਰ ਵੇਰਵੇ ਨਹੀਂ ਮਿਲੇ ਹਨ। ਕਿਰਪਾ ਕਰਕੇ ਕੋਆਰਡੀਨੇਟਰ ਨਾਲ ਸੰਪਰਕ ਕਰੋ।,வேலை செய்வோர் விவரம் கிடைக்கவில்லை. ஒருங்கிணைப்பாளரைத் தொடர்பு கொள்ளவும்.,వినియోగదారుడి వివరాలు దొరకలేదు. దయచేసి కోఆర్డినేటర్ను సంప్రదించండి.,कवनो काम ना मिलल. कृपया समन्वयक से संपर्क करे के बा।,Darang kam kagipa mandekoba nikja. Ka·sapae coordinatorna contact ka·bo.
add_new_account,Add new account,নতুন একাওন্ট যোগ কৰক,নতুন অ্যাকাউন্ট যুক্ত করুন,,નવું ખાતું ઉમેરો,नया खाता जोड़ें,ಹೊಸ ಖಾತೆಯನ್ನು ಸೇರಿಸಿ,പുതിയ അക്കൗണ്ട് ചേർക്കുക,नवीन खाते जोडा,ନୂଆ ଆକାଉଣ୍ଟ ଯୋଡନ୍ତୁ,ਨਵਾਂ ਖਾਤਾ ਸ਼ਾਮਲ ਕਰੋ।,புதிய கணக்கைச் சேர்க்கவும்,కొత్త ఖాతాను జోడించండి,नया खाता जोड़ल जाव,Gital Accountko on·dapbo
refer_a_friend,Refer a friend,বন্ধু এজনক ৰেফাৰ কৰক,একজন বন্ধুকে রেফার করুন,,મિત્રનો સંદર્ભ લો,एक मित्र को रेफर करें,ಸ್ನೇಹಿತನನ್ನು ಉಲ್ಲೇಖಿಸಿ,ഒരു സുഹൃത്തിനെ നിർദ്ദേശിക്കുക,मित्राला रेफर करा,ନିଜ ବନ୍ଧୁଙ୍କୁ ରେଫର କରନ୍ତୁ,ਇੱਕ ਦੋਸਤ ਦਾ ਰੈਫਰ ਦਿਓ।,உங்கள் நண்பருக்கு ரெஃபர் செய்யுங்கள்,ఒక స్నేహితుడిని సిఫార్సు చేయండి,कवनो दोस्त के रेफर कर दीं,Ripeng saksako refer ka·bo
select_task_to_refer,Select a task to refer,ৰেফাৰ কৰিবলৈ এটা কাৰ্য্য বাছনি কৰক,রেফার করার জন্য একটি কাজ নির্বাচন করুন,,સંદર્ભ આપવા માટે કાર્યને પસંદ કરો,रेफर करने के लिए कोई कार्य चुनें,ಉಲ್ಲೇಖಿಸಲು ಕಾರ್ಯವನ್ನು ಆಯ್ಕೆಮಾಡಿ,നിർദേശിക്കാനായി ഒരു ടാസ്ക് തിരഞ്ഞെടുക്കുക,रेफर करण्यासाठी कार्य निवडा,ରେଫର କରିବା ପାଇଁ କାର୍ଯ୍ୟ ବାଛନ୍ତୁ,ਰੈਫਰ ਦੇਣ ਲਈ ਇੱਕ ਕਾਰਜ ਚੁਣੋ।,ரெஃபர் செய்வதற்கு ஒரு பணியைத் தேர்ந்தெடுக்கவும்,రెఫెర్ కి టాస్క్‌ను ఎంచుకోండి,संदर्भ देबे खातिर कवनो टास्क चुनीं,Refer ka·na kam mingsako basebo
refer,Refer,ৰেফাৰ,রেফার,,સંદર્ભ આપો,रेफर करें,ಉಲ್ಲೇಖಿಸಿ,നിർദ്ദേശിക്കുക,रेफर करा,ରେଫର କରନ୍ତୁ,ਰੈਫਰ ਦਿਓ,ரெஃபர்,సిఫార్సు,रेफर,Refer
total_referred,Total referred,মুঠ ৰেফাৰ কৰা হৈছে,মোট রেফার করা হয়েছে,,કુલ સંદર્ભિત,कुल रेफर किया गया,ಒಟ್ಟು ಉಲ್ಲೇಖಿಸಲಾಗಿದೆ,ആകെ നിർദേശിച്ചത്,एकूण रेफर केलेले,ରେଫର କରି ଥିବା ମୋଟ ସଂଖ୍ୟା,ਕੁੱਲ ਰੈਫਰ ਕੀਤਾ ਗਿਆ।,மொத்தம் ரெபர் செய்யப்பட்டது,మొత్తం సిఫార్సులు,टोटल रेफर,Refer ka·gimin chu·gimik
enter_phone_number_to_refer,Enter the phone number in the text box below to refer,ৰেফাৰ কৰিবলৈ তলৰ টেক্সট বাকচত ফোন নম্বৰটো দিয়ক,রেফার  করতে নিচের টেক্সট বক্সে ফোন নম্বর লিখুন,,સંદર્ભ આપવા માટે નીચે આપેલ લખાણ પેટીમાં ફોન નંબર દાખલ કરો,नीचे दिए गए टेक्स्ट बॉक्स में रेफर किया गया फ़ोन नंबर दर्ज करें,ಉಲ್ಲೇಖಿಸಲು ಕೆಳಗಿನ ಪಠ್ಯ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ಫೋನ್ ಸಂಖ್ಯೆಯನ್ನು ನಮೂದಿಸಿ,നിർദേശിക്കാനായി താഴെയുള്ള ടെക്സ്റ്റ് ബോക്സിൽ ഫോൺ നമ്പർ നൽകുക,रेफर करण्यासाठी खालील मजकूर बॉक्समध्ये फोन नंबर प्रविष्ट करा,ରେଫର କରିବା ପାଇଁ ତଳେ ଥିବା ଟେକ୍ସଟ୍ ବକ୍ସ ରେ ଫୋନ୍ ନମ୍ବର ଲେଖନ୍ତୁ,ਰੈਫਰ ਦੇਣ ਲਈ ਹੇਠਾਂ ਦਿੱਤੇ ਟੈਕਸਟ ਬਾਕਸ ਵਿੱਚ ਫ਼ੋਨ ਨੰਬਰ ਦਾਖਲ ਕਰੋ।,கீழே உள்ள டெக்ஸ்ட் பாக்சில் தொலைபேசி எண்ணை உள்ளிடவும்,రెఫెర్ కి దిగువ టెక్స్ట్ బాక్స్‌లో ఫోన్ నంబర్‌ను నమోదు చేయండి,रेफर करे खातिर नीचे दिहल टेक्स्ट बॉक्स में फोन नंबर दर्ज करीं,Refer ka·na gita text box ka·mao phone number-ko gapatbo
earnings,Earnings,উপাৰ্জন,উপার্জন,,કમાણી,आमदनी,ಗಳಿಕೆ,വരുമാനം,कमाई,ଆୟ ,ਕਮਾਈਆਂ,வருவாய்,ఆదాయాలు,कमाई के बा,Kamaigipa tangka paisarang
referral_successfull,You have successfully referred %s,আপুনি সফলতাৰে %s প্ৰেৰণ কৰিছে,আপনি সফলভাবে %s রেফার করেছেন,,તમે સફળતાપૂર્વક %s નો સંદર્ભ આપેલ છે,आपने %s को सफलतापूर्वक रेफर किया है,ನೀವು ಯಶಸ್ವಿಯಾಗಿ %s ಅನ್ನು ಉಲ್ಲೇಖಿಸಿರುವಿರಿ,നിങ്ങൾ വിജയകരമായി %s നിർദേശിച്ചു,तुम्ही यशस्वीरित्या %s रेफर केले आहे,ଆପଣ ସଫଳତାର ସହିତ %s କୁ ରେଫର କରିଛନ୍ତି,ਤੁਸੀਂ ਸਫਲਤਾਪੂਰਵਕ %s ਦਾ ਰੈਫਰ ਦਿੱਤਾ ਹੈ।,நீங்கள் வெற்றிகரமாகப் பரிந்துரைத்துள்ளீர்கள்,మీరు విజయవంతంగా %sని సిఫార్సు చేసారు,रउआँ %s के सफलतापूर्वक रेफर क देले बानी,Na·a %s-ko refer chu·soke ka·aha
do_you_want_to_refer_more_people,Do you want to refer more people?,আপুনি অধিক মানুহক ৰেফাৰ কৰিব বিচাৰেনে?,আপনি কি আরও লোককে রেফার করতে চান?,,શું તમે વધુ લોકોનો સંદર્ભ લેવા માંગો છો?,क्या आप अधिक लोगों को रेफर करना चाहते हैं?,ನೀವು ಹೆಚ್ಚಿನ ಜನರನ್ನು ಉಲ್ಲೇಖಿಸಲು ಬಯಸುವಿರಾ?,നിങ്ങൾക്ക് കൂടുതൽ ആളുകളെ നിർദേശിക്കാൻ താൽപ്പര്യമുണ്ടോ?,तुम्हाला अधिक लोकांना रेफर करायचं आहे का?,ଆପଣ ଅଧିକ ଲୋକଙ୍କୁ ରେଫର କରିବାକୁ ଚାହୁଁଛନ୍ତି କି?,ਕੀ ਤੁਸੀਂ ਹੋਰ ਲੋਕਾਂ ਦਾ ਰੈਫਰ ਦੇਣਾ ਚਾਹੁੰਦੇ ਹੋ?,நீங்கள் அதிகமான நபர்களைப் பரிந்துரைக்க விரும்புகிறீர்களா?,మీరు మరింత మందిని సిఫార్సు చేయలనుకుంటున్నారా?,का रउरा अउरी लोग के रेफर कइल चाहत बानी?,Na·a aroba bang·a manderangko refer ka·na skama?
